Question,Answer
Where can I read your privacy policy?,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
What are your data collection practices?,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
Do you sell my data?,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
Is my information secure?,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
Privacy policy details,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
Explain the privacy policy,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
How is privacy maintained?,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
Where is the privacy policy link?,We take your privacy seriously. Our Privacy Policy ensures that your personal information is protected while using our services. We maintain strict data collection practices to safeguard your rights. You can read the full policy at https://www.shnoor.com/privacy-policy
What are the terms and conditions?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Where are your terms of service?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Do you have terms and conditions?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Tell me about your terms and conditions,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Can I see your terms and conditions?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
What are the rules for using your services?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
What is your terms policy?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Where is the terms and conditions link?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Explain your terms and conditions,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
What are my rights and responsibilities?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Terms of use,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Do you have a terms of use page?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
What guidelines do you follow?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Read terms and conditions,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
What are the terms of engagement?,Our Terms and Conditions outline your rights and responsibilities when using Shnoor International's services. They provide guidelines on how we operate and engage with clients. You can view the full details at https://www.shnoor.com/terms-and-conditions
Are you hiring?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
What are the career opportunities?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
How is it to work at Shnoor?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
Tell me about careers at Shnoor,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
Why should I join Shnoor?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
Do you hire IT experts?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
What kind of professionals do you hire?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
Tell me about the work culture,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
Join your team,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
How do I build a career here?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
Do you hire SAP consultants?,"At SHNOOR International LLC, every career path is a journey of growth. Whether you're an IT expert, software developer, SAP consultant, or trade professional, you will be part of a passionate, diverse team pushing boundaries in technology and global trade."
Who are your clients?,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
Tell me about your customers,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
Do you work with Emirates?,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
Do you work with Maersk?,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
Where are your clients located?,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
Which countries do you serve?,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
List your top clients,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
Do you have clients in UAE?,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
Are your clients worldwide?,"Our global clients include industry leaders like Etihad, Emirates Flight Training Academy, COSCO Shipping, ZIM, CargoTrade, and Maersk. We earn the trust of organizations across India, UAE, Bahrain, Qatar, Oman, and Malaysia."
What jobs are open?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
What are the current job openings?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Are there trainee roles?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Do you have software engineer jobs?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Are you hiring for Gen AI?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Do you have Salesforce jobs?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
What are the requirements for SAP developer?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Are you hiring frontend developers?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Job descriptions,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Tell me about the trainee positions,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
What skills do you need for Gen AI?,"We are currently looking for Software Engineer Trainees in four areas: 1. SAP (ABAP, CDS Views), 2. Gen AI (OpenAI, Python, LLMs, Vector DBs), 3. Application Development (React/Angular, Node.js/.NET), and 4. Salesforce Developer (Lightning, Apex)."
Tell me about the internship,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
What is the internship duration?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
Is there a stipend?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
How much is the stipend?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
What is the PPO amount?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
Is it work from home?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
How many days a week is the internship?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
Internship details,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
Do you offer internships?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
Can I get a PPO?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
Is the internship remote?,"Our internship details: The duration is 3 Months, with a stipend ranging between 10K-12K, and a PPO amount of 6 LPA. It is a Work From Home setup with 5 Days of working."
Do you charge for jobs?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
Do I have to pay to get hired?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
Is this job offer real?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
What are recruitment scams?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
How to identify a fake job offer?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
Do you ask for money?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
Are there fake Shnoor job offers?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
How do you protect job seekers?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
Job fraud,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
Scam awareness,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
Do you use Gmail for hiring?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
How to stay safe from job scams?,"Recruitment Scams Awareness: SHNOOR International never charges any fees, requests payments, or asks for financial information at any stage of our hiring process. Be alert for requests for money, communication from personal emails (like Gmail or Yahoo), or promises of jobs without interviews."
How do I report a fake job?,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
Who do I contact about a scam?,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
Where do I report fraud?,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
What is the HR email?,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
How do I verify my offer letter?,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
Report fraud,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
Is this email from you?,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
How to check if an offer is genuine?,"If you suspect a recruitment scam using the name of SHNOOR International, please ensure emails come from @shnoor.com and contact us immediately at hr@shnoor.com to report fraud."
